SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.121957524,70,0,0.069692746,16500.0,11,0,0,0,0.0
0,0.011079557,76,0,0.002999625,2666.0,8,0,0,0,0.0
1,0.136526802,70,0,0.10696952,5150.0,7,1,0,0,0.0
0,0.122544324,57,0,0.42893401,4333.0,9,0,1,0,1.0
0,0.020371614,90,0,8.0,,2,0,0,0,
0,0.9999999,25,0,225.0,,1,0,0,0,0.0
0,0.183810806,23,0,98.0,,5,0,0,0,
0,0.591782909,46,0,4603.0,,8,0,1,0,0.0
1,0.980207546,40,1,0.340663735,2500.0,6,0,0,0,0.0
0,0.721415529,28,0,0.286757385,3012.0,6,0,0,0,0.0
0,0.00339983,63,0,0.262694922,2500.0,5,0,0,0,0.0
0,0.580652933,25,0,193.0,0.0,4,0,0,0,1.0
0,0.121200758,44,0,0.141505865,18500.0,9,0,2,0,0.0
0,0.028249411,64,0,0.158925224,4800.0,7,0,1,0,0.0
0,0.295564908,43,0,0.12465951,6240.0,4,0,0,0,0.0
0,0.145166694,46,0,2043.0,,27,0,1,0,0.0
0,0.044778058,63,0,0.066173227,20400.0,9,0,0,0,0.0
0,0.128340402,41,0,4298.0,,10,0,3,0,0.0
1,0.829288427,50,4,4375.0,,17,0,1,0,0.0
0,0.072027615,70,0,0.558229066,4155.0,18,0,1,0,0.0
0,0.122192206,66,0,0.446947035,5682.0,13,0,2,0,1.0
0,0.728910005,54,0,0.279516428,10256.0,6,0,1,0,2.0
0,0.249174539,43,0,0.413917217,5000.0,7,0,0,0,1.0
1,1.039569544,42,0,4245.0,0.0,7,0,2,0,0.0
0,0.010522704,86,0,0.196695096,1875.0,10,0,1,0,0.0
0,0.0,46,0,1364.0,,9,0,1,0,3.0
0,0.59390736,38,0,1304.0,,5,0,1,0,2.0
1,0.9999999,46,0,0.489255372,2000.0,8,0,0,0,1.0
0,0.017607153,54,0,0.277482657,16000.0,15,0,2,0,2.0
0,0.380090498,76,1,0.098488121,4629.0,3,0,0,0,0.0
0,0.009730813,57,0,0.002420775,4543.0,4,0,0,0,0.0
0,0.043378245,76,0,0.00539892,5000.0,4,0,0,0,1.0
1,0.9999999,31,0,0.0,1000.0,0,1,0,0,1.0
1,0.890748342,66,0,3239.0,,7,1,3,0,0.0
0,0.877537415,54,0,0.28928166,6166.0,7,0,0,0,0.0
1,0.9999999,58,0,0.008165306,6000.0,0,0,0,0,2.0
0,0.001796192,28,0,0.061713902,5962.0,6,0,0,0,2.0
0,0.0,83,0,1847.0,,6,0,1,0,
0,0.080156794,75,0,0.005538121,10833.0,4,0,0,0,0.0
1,0.739479781,40,2,0.462439303,3500.0,14,0,0,0,0.0
0,0.002715547,54,0,0.245090016,9775.0,10,0,2,0,2.0
0,0.290637184,68,0,1.070815001,4772.0,7,0,2,0,0.0
0,0.0,25,1,0.090181964,5000.0,4,0,0,0,0.0
0,0.9999999,47,0,0.486320011,6980.0,6,0,1,0,2.0
0,0.033531098,55,0,0.002579054,8917.0,5,0,0,0,0.0
0,0.176254916,43,1,0.014997973,7400.0,5,0,0,0,0.0
1,0.719128689,43,1,0.144136533,5917.0,11,0,0,0,0.0
0,0.610115824,37,0,0.077657543,7854.0,2,0,0,0,2.0
0,0.084669115,38,0,0.724606772,3750.0,9,0,2,0,1.0
0,0.020706212,76,0,18.0,,4,0,0,0,0.0
0,0.061466712,79,0,0.225113288,6840.0,8,0,0,0,0.0
0,0.023308667,52,0,0.05869446,14583.0,7,0,0,0,3.0
0,0.041941092,75,0,101.0,,5,0,0,0,0.0
0,0.297020085,56,0,0.520814694,19000.0,10,0,4,0,2.0
0,0.459233737,66,0,0.419779064,1900.0,4,0,0,0,0.0
1,0.915149962,28,0,0.110298598,1640.0,6,0,0,0,0.0
0,0.043006867,54,0,0.264886756,20000.0,9,0,4,0,3.0
0,0.407111699,66,0,0.811946447,4854.0,10,0,1,0,0.0
0,0.010652407,72,0,283.0,,7,0,0,0,0.0
1,0.866834875,29,2,4936.0,,10,0,4,0,
0,0.99110089,39,0,0.129470939,5367.0,2,0,0,0,1.0
0,0.042611061,59,0,0.215712009,10666.0,8,0,1,0,1.0
0,0.064197432,66,0,0.133510306,6403.0,4,0,0,0,1.0
0,0.062243325,59,0,3057.0,,8,0,1,0,0.0
0,0.632942085,38,0,0.611111111,5255.0,10,0,2,0,3.0
0,0.991103,48,0,0.213407638,6100.0,7,0,0,0,2.0
0,0.12282651,62,0,1200.0,,5,0,1,0,0.0
1,1.07266436,30,2,0.190978887,3125.0,6,0,0,2,0.0
0,0.006456381,84,0,0.002352249,3400.0,10,0,0,0,1.0
0,0.016544156,60,0,1193.0,,15,0,1,0,
0,0.241500704,52,0,0.45437018,10891.0,12,0,3,0,2.0
0,0.277925732,46,0,0.207083545,5900.0,8,0,0,0,0.0
1,0.9999999,39,0,1.436489607,1298.0,8,0,1,0,2.0
0,0.037740246,69,0,0.247786441,7566.0,20,0,1,0,1.0
0,0.106980731,64,0,0.0794329,5148.0,3,0,0,0,0.0
1,0.522384963,32,0,1.027948403,3255.0,15,0,1,0,0.0
0,0.286523783,55,1,0.675620188,5844.0,9,0,4,0,3.0
0,0.076703026,41,0,0.388436652,4790.0,14,0,2,0,0.0
1,0.739710048,28,2,1.042714329,3300.0,8,1,2,1,0.0
0,0.060299985,67,0,0.316566682,6500.0,10,0,2,0,1.0
1,0.438963415,65,2,0.404113733,9917.0,18,1,2,0,0.0
0,0.181636727,26,0,0.078700812,3201.0,2,0,0,0,2.0
0,0.969354744,40,0,1.616826322,2400.0,3,0,1,0,2.0
0,0.220955795,53,0,0.691949698,10098.0,20,0,2,0,3.0
1,0.9999999,28,0,0.014275517,1400.0,0,0,0,0,0.0
1,0.485003458,35,2,0.792488517,3700.0,14,0,2,0,2.0
1,0.958008398,41,2,0.478507164,3000.0,8,1,0,0,0.0
1,0.9999999,39,0,0.158785083,2600.0,1,2,0,0,1.0
0,0.022165928,49,0,0.205133491,9700.0,5,0,2,0,3.0
0,0.04819439,66,0,0.527157827,12500.0,18,0,4,0,0.0
1,0.968649207,49,1,0.111907341,12000.0,4,0,0,0,4.0
0,0.091723634,70,0,1278.0,,6,0,1,0,0.0
0,0.053245806,51,0,1891.0,,7,0,1,0,0.0
0,0.101488934,42,0,1415.0,,6,0,1,0,0.0
0,0.131265624,32,0,0.149212697,4000.0,5,0,0,0,0.0
0,0.9999999,49,0,0.148140068,9166.0,2,0,0,0,0.0
0,0.316582423,62,0,0.886136004,5690.0,25,0,2,0,1.0
0,0.72828491,41,0,0.931149361,1800.0,8,0,0,0,2.0
1,0.683663267,68,1,0.645,2199.0,7,0,1,0,0.0
0,0.9999999,35,0,623.0,,4,0,0,0,0.0
1,0.87064117,53,0,1238.0,,4,1,0,1,0.0
0,0.088622326,45,0,0.226201134,3350.0,4,0,0,0,2.0
0,0.542847363,32,0,0.256463289,2900.0,7,0,0,0,1.0
1,0.547337278,37,1,980.0,,2,0,1,0,1.0
0,0.0,61,0,5729.0,,9,0,2,0,0.0
1,0.569314589,63,6,2662.0,,16,0,1,1,0.0
0,0.157224248,55,0,0.230643657,8575.0,7,0,2,0,1.0
0,0.047950098,40,0,0.277446027,2176.0,6,0,0,0,2.0
0,0.095808383,43,0,2496.0,,12,0,2,0,5.0
0,0.557937521,69,0,0.257880202,10500.0,12,0,1,0,0.0
0,0.365331164,63,1,0.172238211,4516.0,9,0,1,0,0.0
0,0.104894755,56,1,0.472563652,4555.0,8,0,2,0,1.0
0,0.907079056,69,0,204.0,,3,0,0,0,0.0
0,0.049577684,35,0,0.173455103,15000.0,7,0,1,0,0.0
0,0.41861986,56,0,0.411155508,12262.0,10,0,3,0,3.0
1,0.938939431,47,0,6464.0,,14,0,2,0,0.0
0,0.074636193,37,0,0.269040396,6262.0,8,0,2,0,0.0
0,0.016999056,59,0,0.290963152,9416.0,9,0,3,0,0.0
0,0.193152274,51,0,0.709525307,3180.0,2,0,1,0,1.0
0,0.000276159,63,0,1654.0,,13,0,1,0,0.0
0,0.0,63,0,0.001305341,9192.0,4,0,0,0,0.0
0,0.9999999,23,0,0.184815185,1000.0,2,0,0,0,0.0
0,0.016241854,47,0,0.195134103,12042.0,11,0,1,0,3.0
0,0.099627307,31,0,0.43902439,2500.0,2,0,1,0,0.0
1,0.062211556,61,1,1.649500384,1300.0,11,1,1,0,0.0
0,0.0,22,0,0.0,1520.0,1,0,0,0,1.0
0,0.042636637,65,0,0.56686306,5600.0,9,0,5,0,0.0
0,0.389301659,44,0,0.304246384,6428.0,14,0,0,0,1.0
1,0.0,59,0,0.083152808,6000.0,5,1,0,0,0.0
0,0.069369828,55,0,0.297865562,9416.0,11,0,2,0,1.0
0,0.0,52,0,1233.0,,6,0,2,0,0.0
0,0.296144985,32,0,0.272450223,4921.0,7,0,1,0,0.0
0,0.127140353,31,0,0.317022743,1450.0,9,0,0,0,0.0
0,0.132095991,54,0,0.088601754,6500.0,9,0,0,0,0.0
1,0.897131553,24,0,0.554447853,1303.0,6,0,0,0,0.0
0,0.047877713,48,0,0.195108184,5314.0,5,0,1,0,2.0
0,0.010050947,73,0,0.010830325,3600.0,11,0,0,0,0.0
0,0.090875107,30,1,0.144758735,600.0,5,0,0,0,0.0
0,0.002585068,46,0,0.1407485,10500.0,22,0,1,0,0.0
1,0.240006909,52,1,0.551741376,6000.0,21,1,1,0,0.0
0,0.184486822,38,0,0.408898993,3078.0,4,0,1,0,0.0
0,0.128587141,39,0,0.271587744,9333.0,7,0,2,0,2.0
0,0.057423432,67,0,0.24910036,2500.0,6,0,0,0,0.0
0,0.001882553,66,0,0.022872141,2666.0,10,0,0,0,0.0
1,0.9999999,61,0,375.0,,0,2,0,0,0.0
0,0.165583442,31,0,40.0,1.0,2,0,0,0,1.0
0,0.0,23,0,0.0,,1,0,0,0,0.0
0,0.032815456,40,0,1.281997919,960.0,10,0,1,0,2.0
0,0.080878614,78,0,0.080153588,8333.0,4,0,1,0,2.0
0,0.0,46,0,0.0,4000.0,2,0,0,0,0.0
0,0.047145508,91,0,0.048664612,7787.0,9,0,0,0,0.0
0,0.100296952,52,0,1426.0,,9,0,1,0,3.0
1,0.9999999,29,0,947.0,,7,0,0,0,0.0
0,0.827200631,53,0,0.505687694,2900.0,8,0,3,0,0.0
1,0.675984493,41,1,0.320259149,5710.0,7,2,1,2,0.0
0,0.066643547,32,0,0.367942402,7916.0,7,0,1,0,1.0
0,0.0,32,0,0.088182792,2800.0,4,0,0,0,0.0
0,0.224809264,49,0,0.182305416,12500.0,7,0,1,0,0.0
0,0.011568401,49,0,0.572767021,1600.0,15,0,0,0,0.0
0,0.533001801,53,0,0.295407407,6749.0,15,0,1,0,0.0
1,0.9999999,38,0,0.018173557,2200.0,2,1,0,0,2.0
0,0.013124759,45,0,0.331155846,7500.0,9,0,1,0,1.0
1,0.856289136,43,0,0.435300904,5200.0,7,0,1,0,2.0
0,0.054578785,36,0,19.0,,4,0,0,0,0.0
0,0.060665169,29,0,0.043281471,3534.0,4,0,0,0,0.0
0,0.060587882,25,0,0.097944825,5400.0,2,0,0,0,0.0
1,0.152110302,49,4,0.441812351,9666.0,15,0,1,0,3.0
0,0.667180065,84,0,0.33282501,2622.0,6,0,0,0,0.0
0,0.022883505,44,0,0.076769248,9000.0,8,0,1,0,0.0
0,0.063058259,76,0,1805.0,,6,0,1,0,0.0
1,0.9999999,49,0,0.001345895,5200.0,0,0,0,0,6.0
1,0.9999999,42,98,0.0,,0,98,0,98,0.0
0,0.060841474,43,0,0.450237869,10509.0,7,0,2,0,0.0
0,0.209197592,68,0,0.056078829,6900.0,5,0,0,0,0.0
0,0.002336405,72,0,0.21563786,4859.0,11,0,0,0,0.0
0,0.001553586,30,0,0.444111178,5000.0,9,0,2,0,1.0
0,0.249872758,38,0,5380.0,,7,0,2,0,0.0
0,0.573178713,32,0,0.385108086,3746.0,9,0,0,0,3.0
0,0.02948292,51,0,0.199571472,9800.0,5,0,1,0,0.0
1,0.9999999,49,3,0.375528275,4968.0,6,0,1,2,2.0
0,0.237854018,48,1,0.118098826,6900.0,12,0,0,0,0.0
0,0.008349083,84,0,0.004907306,1833.0,11,0,0,0,0.0
0,0.040184988,29,0,0.002849858,6666.0,3,0,0,0,0.0
0,0.152395353,45,0,0.290628571,8749.0,15,0,1,0,7.0
0,0.038109952,75,0,1478.0,,3,0,1,0,
0,0.015224305,51,0,0.01445709,3250.0,6,0,0,0,0.0
0,0.221224532,67,0,2408.0,,16,0,1,0,2.0
0,0.273109995,58,0,0.319290761,7500.0,8,0,1,0,3.0
1,0.236010581,43,0,0.794037448,5500.0,15,0,4,0,2.0
0,0.160736178,56,1,0.421515697,5000.0,15,0,2,0,0.0
0,0.041762249,78,0,0.020094563,3383.0,5,0,0,0,0.0
0,0.054529477,64,0,0.26614411,13905.0,5,0,1,0,0.0
0,0.131823041,42,0,0.171569036,12000.0,6,0,2,0,4.0
0,0.0,53,0,0.4803849,1350.0,7,0,0,0,1.0
0,0.729626588,60,0,0.602799067,3000.0,8,0,0,0,0.0
1,0.467337292,54,4,0.355569442,6400.0,5,0,1,3,1.0
0,0.023089337,73,0,0.09697112,4258.0,8,0,0,0,1.0
0,0.132520654,52,1,0.1017046,10500.0,8,0,0,0,3.0
0,0.067273542,36,0,0.057359832,6188.0,6,0,0,0,0.0
1,0.98077416,41,1,0.644361504,3750.0,15,0,2,0,2.0
0,0.04419644,78,0,52.0,,4,0,0,0,
1,1.005935645,57,1,879.0,,3,1,1,0,0.0
1,0.387890838,43,0,1.141571686,5000.0,16,0,3,0,1.0
0,0.0058441,65,0,0.002380386,4200.0,6,0,0,0,0.0
0,0.0,48,0,0.236914601,7622.0,6,0,1,0,0.0
0,0.0619969,71,0,0.006259516,5910.0,2,0,0,0,0.0
0,0.168329162,56,0,4588.0,,9,0,2,0,0.0
0,0.014108335,89,0,1458.0,,9,0,1,0,
0,0.504970134,63,0,0.746229972,8487.0,25,0,2,0,0.0
0,0.040906121,63,0,0.172156619,8044.0,11,0,2,0,0.0
0,0.17488836,69,0,837.0,,9,0,0,0,
0,0.672721213,38,0,0.217856546,5980.0,5,0,0,0,3.0
0,0.010020412,79,0,0.022488756,666.0,7,0,0,0,0.0
0,0.413911981,35,0,0.401588823,7300.0,9,0,2,0,1.0
0,0.056935655,62,0,0.173340381,22700.0,7,0,2,0,2.0
1,0.9999999,24,0,3.0,,1,1,0,0,0.0
0,0.279385918,60,0,0.780869855,6000.0,22,0,3,0,1.0
0,0.168663777,58,0,0.571544058,3710.0,10,0,1,0,1.0
0,0.9999999,34,0,1.422310757,250.0,2,0,0,0,4.0
0,0.915687069,67,0,0.437890527,4000.0,6,0,2,0,0.0
1,0.967097246,31,0,390.0,,2,1,0,0,0.0
0,0.002581083,75,0,0.003331113,1500.0,9,0,0,0,0.0
1,0.0,47,0,0.748033878,6611.0,16,0,10,0,0.0
0,0.034570194,35,0,0.486962086,6250.0,10,0,2,0,0.0
1,0.907156121,26,0,0.254204709,2080.0,5,0,0,0,1.0
0,0.105056887,49,0,2137.0,,4,0,1,0,0.0
1,0.9999999,52,0,0.0,,1,0,0,0,2.0
0,0.039475185,24,0,0.139144342,2500.0,6,0,1,0,0.0
0,0.060807806,54,0,0.301064807,18500.0,11,0,4,0,1.0
0,0.018017168,36,0,0.442282058,3750.0,4,0,1,0,1.0
0,0.028731418,79,0,0.00299925,4000.0,1,0,0,0,0.0
1,0.9999999,37,0,0.0,1738.0,3,0,0,0,0.0
0,0.022311241,63,0,0.215055871,5100.0,12,0,0,0,0.0
0,0.083910608,54,0,3166.0,,5,0,2,0,0.0
0,0.089291491,58,0,1952.0,,5,0,2,0,0.0
0,0.78090758,37,0,0.245085431,5442.0,7,0,0,0,0.0
1,1.065946703,60,0,0.77870274,5765.0,11,0,2,0,0.0
0,0.082618191,44,0,0.555240793,6000.0,6,0,1,0,1.0
0,0.102526175,55,0,0.135868562,16250.0,15,0,2,0,2.0
0,0.065132248,57,1,0.303554457,5260.0,14,0,2,0,1.0
0,0.529785146,47,0,1963.0,,6,0,2,0,0.0
0,0.239250398,38,0,0.636900704,4400.0,12,0,2,0,1.0
1,0.995500225,39,0,1.05935153,5458.0,9,0,2,0,0.0
0,0.9999999,71,0,0.211895911,2958.0,3,0,0,0,0.0
1,1.054908486,41,2,0.340797086,9333.0,6,1,1,1,3.0
1,0.537389407,31,0,0.02619469,5649.0,3,1,0,0,1.0
0,0.146167558,50,0,0.360341151,5158.0,8,0,1,0,1.0
1,0.014570388,45,1,1.336655372,5016.0,11,0,4,0,2.0
0,0.378389916,69,1,0.222421027,16207.0,14,0,1,0,1.0
0,0.168139643,68,0,0.239380498,13300.0,12,0,2,0,0.0
0,0.309871757,47,0,0.281337372,8583.0,10,0,1,0,0.0
0,0.521387673,37,0,0.362462502,7666.0,6,0,1,0,2.0
0,0.177588161,53,0,79.0,,2,0,0,0,0.0
1,0.24859227,50,0,1.172327857,10833.0,22,0,2,0,0.0
0,0.060554113,69,0,3130.0,,13,0,1,0,0.0
1,0.775814487,48,1,0.417757417,13751.0,10,0,2,0,2.0
1,1.105788423,29,2,0.097967344,3000.0,2,0,0,0,1.0
0,0.13655672,39,1,0.286789571,9166.0,10,0,1,0,4.0
0,0.059929338,44,0,3.46506986,500.0,3,0,1,0,2.0
0,0.022683152,65,0,0.306789235,9028.0,11,0,1,0,0.0
0,0.295483787,51,0,0.393463132,12788.0,13,0,4,0,1.0
0,0.012595209,63,0,533.0,,5,0,1,0,
0,0.304791292,77,0,0.720960987,4536.0,8,0,1,0,0.0
0,0.693694678,43,0,0.386394933,3630.0,5,0,1,0,3.0
0,0.100569345,56,1,0.251404628,10500.0,14,0,1,0,0.0
1,1.046656299,30,0,0.473017988,1500.0,6,0,0,0,0.0
0,0.060373629,38,0,0.38904364,14000.0,14,0,2,0,2.0
0,0.588211066,65,0,0.366579178,8000.0,6,0,1,0,0.0
1,1.075979739,37,3,1687.0,,5,1,0,2,0.0
0,0.176529103,50,1,0.524014203,5350.0,17,0,2,0,0.0
0,0.0,46,0,0.159195596,8900.0,6,0,1,0,0.0
0,0.39278572,38,0,0.006789609,80416.0,4,0,0,0,1.0
0,0.047055133,56,1,0.378333564,7236.0,11,0,1,0,3.0
0,0.234988352,48,0,0.103203612,4650.0,10,0,0,0,1.0
0,0.095728339,65,0,1.036473088,2823.0,27,0,2,0,0.0
1,0.948803393,25,0,0.21530554,1750.0,10,0,0,0,0.0
0,0.023565881,76,0,0.00266126,7890.0,3,0,0,0,0.0
0,0.9999999,53,0,0.089264461,4200.0,1,0,0,0,0.0
0,0.014817134,62,0,0.005998081,4167.0,3,0,0,0,0.0
0,0.151621385,43,0,3492.0,,11,0,2,0,0.0
0,0.026538121,66,0,853.0,,10,0,0,0,1.0
0,0.036294679,38,0,0.663484022,5131.0,10,0,2,0,1.0
0,0.545313855,51,0,0.463817023,8000.0,22,0,2,0,1.0
0,0.39401963,56,0,4102.0,,23,0,2,0,0.0
1,0.908658043,49,0,0.300073368,2725.0,6,0,0,0,0.0
0,0.363384746,71,1,0.159651669,6200.0,11,0,0,0,0.0
0,0.006948666,29,0,0.19187222,4945.0,13,0,0,0,0.0
0,0.380239765,66,0,4014.0,,17,0,1,0,0.0
0,0.279441118,22,0,0.003330558,1200.0,1,0,0,0,0.0
0,0.228075313,44,0,0.337036523,7200.0,8,0,1,0,2.0
0,0.351129774,33,0,0.390058648,10400.0,9,0,1,0,0.0
0,0.184344528,70,0,6316.0,,27,0,4,0,0.0
1,0.444879142,48,1,0.50994334,9000.0,19,0,2,0,2.0
0,0.200594799,43,0,0.724078835,3500.0,7,0,3,0,0.0
0,0.386135996,53,0,0.32212325,5500.0,9,0,1,0,1.0
1,0.261177655,38,2,0.26391863,7471.0,7,0,1,0,0.0
0,0.084311352,46,0,0.011883803,4543.0,6,0,0,0,0.0
0,0.201542637,43,0,0.099977278,4400.0,6,0,0,0,2.0
0,0.700557148,56,0,0.283218889,8300.0,6,0,1,0,2.0
0,0.469305054,31,1,0.26802749,9748.0,8,0,1,0,2.0
0,0.176960768,53,0,0.586314848,2235.0,10,0,1,0,1.0
0,0.023621196,57,0,0.008746356,4458.0,9,0,0,0,1.0
0,0.033748313,59,0,0.116964353,13268.0,3,0,1,0,0.0
0,0.446527701,70,0,698.0,,6,0,1,0,0.0
0,0.294283085,54,0,0.321677928,17759.0,8,0,2,0,2.0
1,1.00679864,51,0,0.530497967,15000.0,11,0,3,0,2.0
1,0.888119954,43,0,0.157022548,3680.0,5,0,0,0,2.0
0,0.047315919,47,0,0.220133989,16866.0,8,0,3,0,3.0
0,0.682459583,61,0,0.140232471,5333.0,3,0,0,0,2.0
0,0.701086594,44,0,0.1538042,3666.0,6,0,0,0,0.0
0,0.067784239,64,0,2148.0,,6,0,1,0,0.0
1,0.965005302,46,1,218.0,,2,1,0,1,0.0
0,0.0,39,0,0.791552112,4000.0,10,0,1,0,3.0
0,0.342562683,42,0,0.225583184,3900.0,10,0,1,0,1.0
0,0.365506983,38,0,0.092138631,3548.0,4,0,0,0,2.0
1,0.9999999,71,4,1.042454122,3650.0,3,2,1,0,0.0
1,0.211825146,69,2,0.151616128,3000.0,6,0,0,0,0.0
0,0.198180644,65,0,0.132819928,10517.0,13,0,1,0,0.0
0,0.023279664,62,0,0.090807175,3567.0,4,0,0,0,1.0
0,0.006633112,80,0,65.0,,1,0,0,0,0.0
0,0.281777077,71,0,0.434056594,10000.0,9,0,2,0,1.0
0,0.686953149,57,0,0.278324341,3150.0,7,0,0,0,2.0
0,0.063771764,27,0,0.066003772,5832.0,5,0,0,0,0.0
0,0.9999999,53,0,0.194761439,9200.0,8,0,0,0,1.0
0,0.168830258,31,0,424.0,,7,0,0,0,0.0
0,0.0,44,0,0.062393647,3525.0,5,0,0,0,1.0
0,0.295794013,42,0,0.050051423,2916.0,4,0,0,0,1.0
0,0.001839331,81,0,0.000740466,2700.0,3,0,0,0,0.0
0,0.086102373,45,0,0.616501259,6750.0,9,0,4,0,0.0
0,0.9999999,66,0,0.0,,1,0,0,0,0.0
0,0.026524717,83,0,0.016183986,3521.0,7,0,0,0,0.0
0,0.0440625,49,0,1609.0,,6,0,1,0,0.0
0,0.052408682,52,1,0.429292929,1781.0,10,0,1,0,0.0
0,0.019760964,81,0,0.003748828,3200.0,4,0,0,0,0.0
1,0.476731073,46,0,1.404537589,5200.0,11,0,3,0,1.0
0,0.039271689,27,0,1.613905325,675.0,7,0,0,0,0.0
1,0.421897165,26,1,3228.0,,16,0,2,0,
1,0.439576093,38,0,1.83948373,5500.0,15,0,6,0,1.0
0,0.119555393,58,0,0.910885505,3545.0,8,0,1,0,1.0
0,0.138658963,65,1,0.434963187,5296.0,8,0,2,0,0.0
1,0.871710911,64,0,1.229508197,2500.0,11,0,2,0,0.0
0,0.305032043,64,0,1060.0,,9,0,1,0,0.0
0,0.004941257,63,0,0.107135205,14000.0,12,0,1,0,1.0
1,0.533733406,42,2,0.23401151,12336.0,11,0,2,0,3.0
0,0.008373442,47,0,0.036852269,6213.0,5,0,0,0,3.0
0,0.340912776,58,0,0.257751258,8546.0,6,0,1,0,2.0
0,0.011008083,36,0,19.0,,5,0,0,0,
0,0.714299583,37,0,0.794169611,3395.0,7,0,1,0,0.0
0,0.9999999,55,0,0.127815315,1775.0,2,0,0,0,1.0
0,0.190376609,50,0,3552.0,,10,0,2,0,1.0
0,0.030564885,56,0,0.450873272,12080.0,10,0,3,0,1.0
0,0.118887475,30,0,360.0,,3,0,0,0,0.0
0,0.092301989,88,0,0.357622482,4020.0,9,0,1,0,2.0
0,0.022275109,74,0,0.028571429,1154.0,6,0,0,0,0.0
0,0.04272477,76,0,0.043021033,2091.0,7,0,0,0,1.0
0,0.008074798,43,0,5066.0,,6,0,2,0,0.0
0,0.047294357,57,0,0.447142596,5476.0,14,0,1,0,0.0
0,0.051773706,32,0,0.230589803,3000.0,3,0,1,0,0.0
1,0.977288959,46,0,0.103728313,5417.0,7,1,0,0,0.0
1,0.854791299,35,0,0.018611111,3599.0,6,1,0,0,0.0
0,0.062787443,37,0,0.50744279,4500.0,7,0,2,0,0.0
0,0.087193671,49,0,0.29262765,7500.0,6,0,2,0,2.0
0,0.005211754,87,0,1525.0,,11,0,1,0,0.0
1,0.896055379,39,0,0.097161136,2500.0,3,0,0,0,0.0
0,0.17668672,32,0,0.342393002,3200.0,10,0,0,0,0.0
0,0.193220618,47,0,0.039276858,12500.0,7,0,0,1,0.0
0,0.0,69,0,1816.0,,8,0,2,0,1.0
0,0.057650336,37,0,0.463089485,6000.0,10,0,1,0,0.0
0,0.011990842,32,0,0.006265831,7500.0,13,0,0,0,0.0
0,0.04023015,73,0,0.183642641,4633.0,7,0,1,0,0.0
0,0.018173109,77,0,0.238523852,3332.0,6,0,0,0,0.0
0,0.075613804,80,0,53.0,0.0,3,0,0,0,0.0
0,0.035328385,58,0,0.238213207,12916.0,11,0,3,0,0.0
1,0.801410106,49,1,0.071451154,3162.0,1,4,0,1,0.0
1,0.364642235,37,1,1276.0,,16,0,0,1,3.0
0,0.777088916,43,0,0.438330991,9250.0,3,0,1,0,0.0
0,0.0117198,95,0,6.0,,4,0,0,0,0.0
0,0.0,83,0,1199.0,,3,0,1,0,0.0
0,0.475880052,24,0,0.127574083,1990.0,4,0,0,0,0.0
1,0.973428509,48,0,0.637963648,12158.0,16,0,3,0,4.0
1,0.9999999,34,1,425.0,,4,0,0,0,0.0
1,0.845686173,52,1,0.257958673,25600.0,9,0,3,0,0.0
0,0.065564801,57,0,2878.0,,9,0,2,0,3.0
1,0.674529511,56,1,0.248594628,1600.0,3,0,0,0,1.0
0,0.198381049,45,0,0.184123887,8200.0,5,0,1,0,6.0
0,0.18999283,38,0,0.050695591,4240.0,9,0,0,0,0.0
0,0.069998523,58,0,0.406152579,17000.0,8,0,3,0,0.0
0,0.01432235,80,0,0.015992004,2000.0,14,0,0,0,0.0
0,0.132049597,60,0,0.09092792,4827.0,5,0,0,0,0.0
0,0.002428225,78,0,0.0,2500.0,1,0,0,0,0.0
0,0.677117098,65,0,0.315877863,6549.0,13,0,0,0,0.0
0,0.148701118,59,0,0.434813583,4210.0,12,0,2,0,0.0
0,0.434610604,60,0,0.488458215,8100.0,25,0,2,0,1.0
0,0.070335498,44,0,0.376208897,8271.0,12,0,3,0,2.0
1,0.9999999,39,1,0.116624615,3566.0,1,0,0,0,3.0
1,1.221889055,44,0,0.691012418,4750.0,7,1,3,1,0.0
0,0.115861779,31,0,1594.0,,6,0,1,0,2.0
0,0.049518337,53,0,0.384925976,5200.0,7,0,2,0,2.0
0,0.063020822,55,0,686.0,,10,0,0,0,0.0
0,0.758542735,52,0,0.072479867,3600.0,2,0,0,0,1.0
1,0.9999999,28,0,0.161389961,2589.0,1,0,0,1,1.0
0,0.054191266,54,0,0.188853916,5400.0,8,0,1,0,0.0
0,0.622188906,30,0,0.259168704,2862.0,4,0,1,0,0.0
0,0.367388373,55,0,0.868377208,3000.0,14,0,1,0,2.0
0,0.873418158,42,0,0.314513685,9900.0,7,0,1,0,1.0
0,0.304794215,26,0,0.082296849,4823.0,11,0,0,0,0.0
0,0.703184436,28,0,0.165112577,4396.0,4,0,0,0,0.0
1,0.9999999,50,1,0.0,1588.0,0,1,0,0,0.0
0,0.025821564,68,0,0.559913859,6500.0,14,0,5,0,1.0
1,0.9999999,46,0,0.482629343,4000.0,11,0,1,0,0.0
0,0.59193105,71,0,0.744875854,6000.0,17,0,2,0,3.0
